scenario,seed,country,strategy,survived,survival_turns,death_cause,final_population,peak_population,final_territory,peak_territory,territory_share,dominant,attacks_made,attacks_suffered,battles_won,cells_conquered,cells_lost,cells_explored,casualties,contacts,pacts_formed,pacts_broken,pacts_lapsed,trade_turns,non_aggression_turns,alliance_turns,unions_absorbed
all_strategies,0,peace-1,peace,0,60,union,0,1178,0,46,0.0,0,0,24,0,0,10,55,136,2,3,0,0,39,10,4,0
all_strategies,0,switzerland-1,switzerland,0,146,conquered,0,5106,0,55,0.0,0,0,135,0,0,62,61,7707,3,3,0,1,107,63,0,0
all_strategies,0,hegemony-1,hegemony,1,300,,57669,79310,68,96,0.2656,0,267,163,106,106,72,33,85120,4,2,0,2,89,0,0,0
all_strategies,0,retaliation-1,retaliation,1,300,,172709,172709,188,188,0.7344,1,203,144,127,127,38,52,67541,4,8,0,3,233,73,4,1
all_strategies,0,random-1,random,0,194,collapsed,0,23168,0,65,0.0,0,142,146,45,45,96,51,40069,3,2,0,2,8,0,0,0
all_strategies,1,peace-1,peace,1,300,,102728,158458,105,135,0.4102,0,0,88,0,0,31,93,25713,3,6,0,2,366,139,4,1
all_strategies,1,switzerland-1,switzerland,0,215,conquered,0,24299,0,69,0.0,0,0,165,0,0,76,75,27750,3,4,0,2,174,130,0,0
all_strategies,1,hegemony-1,hegemony,1,300,,140069,140069,151,151,0.5898,1,269,8,120,120,1,31,49958,3,2,0,2,172,0,0,0
all_strategies,1,retaliation-1,retaliation,0,59,union,0,1368,0,42,0.0,0,28,8,16,16,2,27,137,3,4,0,0,41,9,4,0
all_strategies,1,random-1,random,0,50,collapsed,0,215,0,18,0.0,0,24,52,4,4,30,26,377,4,2,0,2,5,0,0,0
all_strategies,2,peace-1,peace,1,300,,37657,61456,35,73,0.1367,0,0,95,0,0,40,74,25073,3,4,0,1,275,242,0,0
all_strategies,2,switzerland-1,switzerland,1,300,,61668,85972,57,100,0.2227,0,0,127,0,0,50,106,31118,3,4,0,1,324,242,0,0
all_strategies,2,hegemony-1,hegemony,0,86,collapsed,0,245,0,24,0.0,0,64,41,16,16,22,22,749,4,2,0,0,39,0,0,0
all_strategies,2,retaliation-1,retaliation,0,30,collapsed,0,139,0,8,0.0,0,23,23,6,6,13,7,198,1,0,0,0,0,0,0,0
all_strategies,2,random-1,random,1,300,,151625,151625,164,164,0.6406,1,240,41,106,106,3,60,52607,3,2,0,2,18,0,0,0
all_strategies,3,peace-1,peace,0,63,union,0,361,0,29,0.0,0,0,49,0,0,29,52,206,2,3,0,0,42,13,6,0
all_strategies,3,switzerland-1,switzerland,1,300,,1093,32768,1,47,0.0039,0,0,106,0,0,52,52,21841,3,5,0,3,294,220,0,0
all_strategies,3,hegemony-1,hegemony,1,300,,119501,121529,134,134,0.5234,1,276,108,150,150,41,24,65309,4,5,0,5,77,0,0,0
all_strategies,3,retaliation-1,retaliation,1,300,,120788,138911,121,126,0.4727,0,141,81,81,81,33,48,48311,4,8,0,3,352,233,6,1
all_strategies,3,random-1,random,0,184,conquered,0,16122,0,67,0.0,0,108,181,34,34,110,75,32830,3,3,0,3,33,0,0,0
all_strategies,4,peace-1,peace,0,70,union,0,1609,0,49,0.0,0,0,26,0,0,12,60,157,4,5,0,1,110,15,10,0
all_strategies,4,switzerland-1,switzerland,0,200,conquered,0,21425,0,66,0.0,0,0,138,0,0,76,75,23674,4,4,0,2,260,0,0,0
all_strategies,4,hegemony-1,hegemony,1,300,,102682,116316,115,127,0.4492,0,271,101,129,129,44,29,77770,4,3,0,3,130,0,0,0
all_strategies,4,retaliation-1,retaliation,1,300,,127695,146681,141,142,0.5508,1,135,119,67,67,38,62,55843,4,7,0,3,315,15,10,1
all_strategies,4,random-1,random,0,53,collapsed,0,250,0,19,0.0,0,26,48,6,6,32,27,412,4,3,0,3,25,0,0,0
all_strategies,5,peace-1,peace,1,300,,99950,99950,91,91,0.3555,0,0,0,0,0,0,90,0,2,3,0,0,388,129,0,0
all_strategies,5,switzerland-1,switzerland,0,173,conquered,0,12224,0,52,0.0,0,0,119,0,0,62,61,14640,4,5,0,1,328,249,0,0
all_strategies,5,hegemony-1,hegemony,1,300,,143697,143697,147,147,0.5742,1,263,131,147,147,38,37,71500,4,2,0,1,369,0,0,0
all_strategies,5,retaliation-1,retaliation,1,300,,8943,52733,18,57,0.0703,0,153,131,54,54,67,30,74168,3,4,0,2,289,120,0,0
all_strategies,5,random-1,random,0,57,collapsed,0,284,0,22,0.0,0,21,56,2,2,36,36,458,3,2,0,2,22,0,0,0
all_strategies,6,peace-1,peace,1,300,,113221,160310,115,134,0.4492,0,0,46,0,0,19,75,14858,3,6,0,1,468,182,9,1
all_strategies,6,switzerland-1,switzerland,0,254,conquered,0,30985,0,61,0.0,0,0,191,0,0,75,74,36481,3,4,0,2,277,167,0,0
all_strategies,6,hegemony-1,hegemony,1,300,,130594,130594,141,141,0.5508,1,278,31,125,125,7,22,49885,4,3,0,2,323,0,0,0
all_strategies,6,retaliation-1,retaliation,0,66,union,0,2247,0,58,0.0,0,0,0,0,0,0,57,0,3,4,0,0,83,15,9,0
all_strategies,6,random-1,random,0,98,collapsed,0,689,0,28,0.0,0,69,79,19,19,43,28,1811,3,1,0,1,5,0,0,0
all_strategies,7,peace-1,peace,0,59,union,0,1596,0,53,0.0,0,0,2,0,0,0,52,9,3,5,0,1,52,11,2,0
all_strategies,7,switzerland-1,switzerland,0,103,conquered,0,819,0,36,0.0,0,0,92,0,0,55,54,1346,3,2,0,0,51,18,0,0
all_strategies,7,hegemony-1,hegemony,1,300,,71071,74798,83,89,0.3242,0,273,117,115,115,60,27,68614,3,1,0,1,69,0,0,0
all_strategies,7,retaliation-1,retaliation,1,300,,149798,149798,168,168,0.6562,1,237,319,140,140,85,59,88117,2,5,0,1,155,29,2,1
all_strategies,7,random-1,random,0,295,collapsed,0,52628,0,68,0.0,0,236,216,64,64,119,59,91561,3,1,0,1,3,0,0,0
all_strategies,8,peace-1,peace,0,85,union,0,1508,0,42,0.0,0,0,56,0,0,35,76,376,4,5,0,0,82,19,3,0
all_strategies,8,switzerland-1,switzerland,0,209,conquered,0,24701,0,67,0.0,0,0,142,0,0,71,70,26858,4,4,0,1,185,133,0,0
all_strategies,8,hegemony-1,hegemony,1,300,,128516,131873,141,145,0.5508,1,275,92,151,151,36,25,73232,4,2,0,2,88,0,0,0
all_strategies,8,retaliation-1,retaliation,1,300,,101876,136525,115,120,0.4492,0,148,109,71,71,41,42,55136,4,5,0,1,253,134,3,1
all_strategies,8,random-1,random,0,83,collapsed,0,345,0,23,0.0,0,44,68,6,6,45,39,897,4,0,0,0,0,0,0,0
all_strategies,9,peace-1,peace,0,264,conquered,0,51065,0,54,0.0,0,0,92,0,0,55,54,29627,3,4,0,2,284,92,0,0
all_strategies,9,switzerland-1,switzerland,0,137,conquered,0,2808,0,45,0.0,0,0,104,0,0,53,52,4228,4,5,0,1,235,163,0,0
all_strategies,9,hegemony-1,hegemony,1,300,,146004,146004,160,160,0.625,1,255,93,142,142,28,45,62861,4,1,0,1,149,0,0,0
all_strategies,9,retaliation-1,retaliation,1,300,,86256,99876,96,103,0.375,0,178,118,83,83,37,49,45872,3,3,0,1,105,71,0,0
all_strategies,9,random-1,random,0,129,collapsed,0,2812,0,42,0.0,0,75,101,16,16,68,53,6491,4,3,0,3,33,0,0,0
all_strategies,10,peace-1,peace,0,83,union,0,536,0,28,0.0,0,0,78,0,0,37,42,648,3,4,0,1,72,26,2,0
all_strategies,10,switzerland-1,switzerland,1,300,,28162,55162,26,82,0.1016,0,0,151,0,0,63,88,34066,3,4,0,2,348,234,0,0
all_strategies,10,hegemony-1,hegemony,1,300,,35548,36435,47,60,0.1836,0,284,165,102,102,72,16,79814,4,2,0,2,113,0,0,0
all_strategies,10,retaliation-1,retaliation,1,300,,48208,53927,56,68,0.2188,0,246,292,107,107,104,46,94344,4,6,0,1,368,260,2,1
all_strategies,10,random-1,random,1,300,,114637,114945,127,127,0.4961,1,240,84,103,103,36,59,54972,4,2,0,2,39,0,0,0
all_strategies,11,peace-1,peace,0,89,union,0,4839,0,50,0.0,0,0,30,0,0,9,52,357,4,6,0,0,92,28,0,0
all_strategies,11,switzerland-1,switzerland,1,300,,57190,57190,52,52,0.2031,0,0,0,0,0,0,51,0,2,4,0,0,334,276,0,0
all_strategies,11,hegemony-1,hegemony,1,300,,4700,52498,14,74,0.0547,0,221,168,65,65,93,41,92938,3,2,0,1,73,0,0,0
all_strategies,11,retaliation-1,retaliation,1,300,,192428,192428,190,190,0.7422,1,180,165,113,113,31,63,66431,4,7,0,2,404,274,0,1
all_strategies,11,random-1,random,0,111,collapsed,0,2124,0,44,0.0,0,66,104,16,16,61,45,3991,3,1,0,1,5,0,0,0
all_strategies,12,peace-1,peace,1,300,,92728,140881,95,146,0.3711,0,0,156,0,0,54,87,41306,3,6,0,1,250,55,0,1
all_strategies,12,switzerland-1,switzerland,0,96,conquered,0,421,0,26,0.0,0,0,83,0,0,46,45,723,4,4,0,0,123,65,0,0
all_strategies,12,hegemony-1,hegemony,1,300,,149642,149642,161,161,0.6289,1,261,68,137,137,16,39,43393,4,1,0,1,137,0,0,0
all_strategies,12,retaliation-1,retaliation,0,89,union,0,5509,0,61,0.0,0,37,15,19,19,8,49,794,4,5,0,0,114,56,0,0
all_strategies,12,random-1,random,0,166,collapsed,0,5518,0,41,0.0,0,127,103,31,31,63,38,15911,3,0,0,0,0,0,0,0
all_strategies,13,peace-1,peace,0,55,union,0,895,0,39,0.0,0,0,27,0,0,9,47,135,3,4,0,0,63,14,6,0
all_strategies,13,switzerland-1,switzerland,1,300,,3297,22886,3,58,0.0117,0,0,143,0,0,66,68,22275,3,2,0,0,266,225,0,0
all_strategies,13,hegemony-1,hegemony,1,300,,105258,108587,118,122,0.4609,0,270,102,126,126,39,30,78031,4,1,0,1,86,0,0,0
all_strategies,13,retaliation-1,retaliation,1,300,,134579,151664,135,136,0.5273,1,162,117,75,75,43,63,61101,3,5,0,1,375,239,6,1
all_strategies,13,random-1,random,0,94,collapsed,0,1160,0,37,0.0,0,50,93,14,14,58,44,2054,3,0,0,0,0,0,0,0
all_strategies,14,peace-1,peace,0,92,union,0,604,0,32,0.0,0,0,87,0,0,48,55,668,4,6,0,1,99,38,8,0
all_strategies,14,switzerland-1,switzerland,1,300,,14250,31511,13,60,0.0508,0,0,108,0,0,57,69,19204,3,5,0,1,319,250,0,0
all_strategies,14,hegemony-1,hegemony,0,286,collapsed,0,24539,0,59,0.0,0,265,168,87,87,103,20,73827,3,1,0,1,31,0,0,0
all_strategies,14,retaliation-1,retaliation,1,300,,89986,89986,98,98,0.3828,0,206,294,106,106,91,74,94566,3,6,0,1,335,246,8,1
all_strategies,14,random-1,random,1,300,,126129,126677,140,141,0.5469,1,266,80,136,136,30,33,64185,3,2,0,2,14,0,0,0
all_strategies,15,peace-1,peace,0,76,union,0,2906,0,50,0.0,0,0,14,0,0,7,54,138,4,7,0,1,130,37,1,0
all_strategies,15,switzerland-1,switzerland,0,117,conquered,0,985,0,39,0.0,0,0,109,0,0,69,68,1485,4,4,0,1,110,67,0,0
all_strategies,15,hegemony-1,hegemony,1,300,,105790,105790,120,120,0.4688,0,283,122,153,153,51,17,65770,3,1,0,1,68,0,0,0
all_strategies,15,retaliation-1,retaliation,1,300,,122384,124035,136,139,0.5312,1,238,291,126,126,95,56,92402,3,5,0,2,147,52,1,1
all_strategies,15,random-1,random,0,266,conquered,0,48511,0,67,0.0,0,209,194,63,63,120,56,77258,4,3,0,3,25,0,0,0
all_strategies,16,peace-1,peace,1,300,,68489,68860,62,63,0.2422,0,0,105,0,0,21,82,23438,3,4,0,1,554,251,0,0
all_strategies,16,switzerland-1,switzerland,1,300,,68382,68382,57,57,0.2227,0,0,3,0,0,0,56,471,3,3,0,0,544,251,0,0
all_strategies,16,hegemony-1,hegemony,1,300,,131810,131810,128,128,0.5,1,285,132,155,155,43,15,46164,4,2,0,0,525,0,0,0
all_strategies,16,retaliation-1,retaliation,0,39,collapsed,0,183,0,14,0.0,0,23,27,7,7,22,16,241,2,1,0,1,7,0,0,0
all_strategies,16,random-1,random,1,300,,558,29528,6,64,0.0234,0,218,259,57,57,133,81,91377,4,2,0,2,20,0,0,0
all_strategies,17,peace-1,peace,1,300,,23657,39988,22,57,0.0859,0,0,100,0,0,43,64,19658,3,4,0,2,266,231,0,0
all_strategies,17,switzerland-1,switzerland,1,300,,49211,76923,48,68,0.1875,0,0,92,0,0,26,73,27305,4,5,0,2,511,231,0,0
all_strategies,17,hegemony-1,hegemony,1,300,,40894,42609,53,53,0.207,0,260,127,76,76,64,40,59535,4,2,0,2,237,0,0,0
all_strategies,17,retaliation-1,retaliation,0,57,collapsed,0,177,0,14,0.0,0,41,43,11,11,24,16,400,2,1,0,0,13,0,0,0
all_strategies,17,random-1,random,1,300,,118979,118979,132,132,0.5156,1,239,178,117,117,47,61,70813,3,2,0,2,7,0,0,0
all_strategies,18,peace-1,peace,0,69,union,0,555,0,29,0.0,0,0,54,0,0,29,51,263,3,4,0,0,61,9,3,0
all_strategies,18,switzerland-1,switzerland,1,300,,75814,81290,69,72,0.2695,0,0,19,0,0,4,72,1005,4,6,0,2,504,223,0,0
all_strategies,18,hegemony-1,hegemony,0,249,collapsed,0,27739,0,55,0.0,0,229,163,78,78,96,20,65511,3,2,0,1,199,0,0,0
all_strategies,18,retaliation-1,retaliation,1,300,,203199,203199,187,187,0.7305,1,110,108,74,74,19,47,40704,3,10,0,2,377,245,7,2
all_strategies,18,random-1,random,0,137,union,0,20346,0,63,0.0,0,72,67,26,26,30,64,6804,3,4,0,1,47,13,4,0
all_strategies,19,peace-1,peace,0,82,union,0,4749,0,64,0.0,0,0,0,0,0,0,63,0,2,5,0,0,100,39,6,0
all_strategies,19,switzerland-1,switzerland,0,271,conquered,0,43682,0,65,0.0,0,0,183,0,0,66,65,43885,4,5,0,2,333,215,0,0
all_strategies,19,hegemony-1,hegemony,1,300,,122763,127031,134,134,0.5234,1,270,72,119,119,16,30,58301,3,2,0,2,279,0,0,0
all_strategies,19,retaliation-1,retaliation,1,300,,113694,149850,122,125,0.4766,0,29,27,8,8,11,60,17985,3,5,0,1,499,202,6,1
all_strategies,19,random-1,random,0,84,collapsed,0,407,0,24,0.0,0,46,63,9,9,43,38,977,2,1,0,1,17,0,0,0
all_strategies,20,peace-1,peace,0,285,conquered,0,63200,0,71,0.0,0,0,166,0,0,75,74,49384,3,4,0,2,357,207,0,0
all_strategies,20,switzerland-1,switzerland,0,265,conquered,0,9051,0,61,0.0,0,0,132,0,0,69,68,13591,4,6,0,2,325,230,0,0
all_strategies,20,hegemony-1,hegemony,1,300,,77699,80592,91,96,0.3555,0,274,174,137,137,73,26,80335,4,2,0,2,138,0,0,0
all_strategies,20,retaliation-1,retaliation,0,71,collapsed,0,266,0,19,0.0,0,48,50,14,14,35,23,647,2,2,0,0,54,23,0,0
all_strategies,20,random-1,random,1,300,,151757,151757,165,165,0.6445,1,237,37,115,115,14,63,51786,3,2,0,2,18,0,0,0
all_strategies,21,peace-1,peace,0,83,union,0,3126,0,53,0.0,0,0,35,0,0,15,67,278,3,5,0,2,65,16,11,0
all_strategies,21,switzerland-1,switzerland,0,205,conquered,0,24446,0,65,0.0,0,0,134,0,0,73,72,26144,2,3,0,1,203,132,0,0
all_strategies,21,hegemony-1,hegemony,1,300,,103458,115038,115,124,0.4492,0,284,109,137,137,39,16,77082,4,4,0,4,193,0,0,0
all_strategies,21,retaliation-1,retaliation,1,300,,127323,152351,141,141,0.5508,1,94,95,37,37,28,78,52942,3,7,0,2,343,148,11,1
all_strategies,21,random-1,random,0,46,collapsed,0,198,0,16,0.0,0,26,31,5,5,24,20,302,2,1,0,1,4,0,0,0
all_strategies,22,peace-1,peace,1,300,,70810,77612,65,86,0.2539,0,0,112,0,0,43,85,16446,4,8,0,2,378,134,5,1
all_strategies,22,switzerland-1,switzerland,0,166,conquered,0,8192,0,51,0.0,0,0,128,0,0,72,71,10301,3,3,0,1,159,124,0,0
all_strategies,22,hegemony-1,hegemony,1,300,,103824,104210,107,108,0.418,1,265,162,136,136,65,35,72316,4,2,0,1,184,0,0,0
all_strategies,22,retaliation-1,retaliation,0,55,union,0,544,0,28,0.0,0,25,24,10,10,17,28,326,2,3,0,0,40,10,5,0
all_strategies,22,random-1,random,1,300,,71072,78821,84,100,0.3281,0,268,132,111,111,60,32,86533,3,2,0,2,7,0,0,0
all_strategies,23,peace-1,peace,1,300,,98271,133019,100,111,0.3906,0,0,27,0,0,11,85,8793,3,7,0,2,399,203,4,1
all_strategies,23,switzerland-1,switzerland,0,273,conquered,0,44341,0,80,0.0,0,0,220,0,0,108,107,44194,2,3,0,1,251,194,0,0
all_strategies,23,hegemony-1,hegemony,1,300,,148617,148617,156,156,0.6094,1,276,12,139,139,8,24,45265,4,3,0,3,163,0,0,0
all_strategies,23,retaliation-1,retaliation,0,50,union,0,480,0,24,0.0,0,33,24,19,19,11,16,254,3,4,0,1,40,9,4,0
all_strategies,23,random-1,random,0,38,conquered,0,189,0,16,0.0,0,19,45,6,6,26,19,271,2,1,0,1,1,0,0,0
all_strategies,24,peace-1,peace,0,74,union,0,245,0,28,0.0,0,0,60,0,0,42,58,209,3,4,0,0,69,16,5,0
all_strategies,24,switzerland-1,switzerland,1,300,,28231,75329,27,71,0.1055,0,0,131,0,0,44,70,39139,4,6,1,2,431,222,0,0
all_strategies,24,hegemony-1,hegemony,1,300,,100047,100047,113,113,0.4414,0,283,109,137,137,42,17,60806,4,3,0,3,143,0,0,0
all_strategies,24,retaliation-1,retaliation,1,300,,127494,127494,116,116,0.4531,1,72,20,47,47,4,55,10569,4,7,0,2,317,238,5,1
all_strategies,24,random-1,random,0,174,collapsed,0,11457,0,62,0.0,0,120,155,36,36,88,53,25926,3,2,1,1,30,0,0,0
all_strategies,25,peace-1,peace,0,58,union,0,1426,0,52,0.0,0,0,9,0,0,2,53,54,3,5,0,1,67,9,4,0
all_strategies,25,switzerland-1,switzerland,0,105,conquered,0,780,0,34,0.0,0,0,93,0,0,58,57,1261,4,3,0,0,86,37,0,0
all_strategies,25,hegemony-1,hegemony,1,300,,52615,66686,64,88,0.25,0,266,167,120,120,91,34,84537,3,1,0,1,68,0,0,0
all_strategies,25,retaliation-1,retaliation,1,300,,169238,169238,185,185,0.7227,1,233,286,142,142,73,63,79455,3,6,0,1,168,46,4,1
all_strategies,25,random-1,random,0,187,collapsed,0,6732,0,46,0.0,0,148,92,29,29,67,39,22460,3,1,0,1,5,0,0,0
all_strategies,26,peace-1,peace,0,61,union,0,722,0,31,0.0,0,0,40,0,0,22,49,279,4,5,0,1,78,21,3,0
all_strategies,26,switzerland-1,switzerland,0,200,conquered,0,19958,0,63,0.0,0,0,133,0,0,70,69,21182,3,4,0,2,187,119,0,0
all_strategies,26,hegemony-1,hegemony,1,300,,127560,127844,141,142,0.5508,1,267,109,143,143,36,33,73079,4,3,0,3,92,0,0,0
all_strategies,26,retaliation-1,retaliation,1,300,,102867,132555,115,123,0.4492,0,191,146,84,84,48,50,63474,3,7,0,3,273,140,3,1
all_strategies,26,random-1,random,0,140,collapsed,0,5646,0,47,0.0,0,87,117,21,21,72,52,10552,4,3,0,3,24,0,0,0
all_strategies,27,peace-1,peace,0,109,conquered,0,1203,0,39,0.0,0,0,107,0,0,59,58,1843,4,4,0,1,132,39,0,0
all_strategies,27,switzerland-1,switzerland,0,195,conquered,0,18087,0,60,0.0,0,0,150,0,0,68,67,21102,4,5,0,1,284,161,0,0
all_strategies,27,hegemony-1,hegemony,1,300,,20675,57087,31,72,0.1211,0,277,233,119,119,112,23,100994,4,2,0,2,220,0,0,0
all_strategies,27,retaliation-1,retaliation,1,300,,43162,79637,56,72,0.2188,0,94,120,39,39,53,69,56933,4,4,0,1,359,122,0,0
all_strategies,27,random-1,random,1,300,,156205,156205,169,169,0.6602,1,266,27,143,143,9,34,46104,4,1,0,1,11,0,0,0
all_strategies,28,peace-1,peace,0,116,union,0,2477,0,41,0.0,0,0,105,0,0,51,60,2456,4,6,0,1,169,103,3,0
all_strategies,28,switzerland-1,switzerland,1,300,,21090,68276,20,57,0.0781,0,0,63,0,0,37,56,25577,4,7,0,3,546,314,0,0
all_strategies,28,hegemony-1,hegemony,1,300,,123485,123485,126,126,0.4922,1,259,145,137,137,52,40,57749,4,2,0,1,250,0,0,0
all_strategies,28,retaliation-1,retaliation,1,300,,130082,130082,109,109,0.4258,0,112,30,57,57,11,52,21590,3,6,0,0,442,275,3,1
all_strategies,28,random-1,random,0,238,collapsed,0,37428,0,80,0.0,0,194,222,74,74,117,44,73297,3,3,0,3,39,0,0,0
all_strategies,29,peace-1,peace,1,300,,53542,63233,45,60,0.1758,0,0,55,0,0,16,60,11631,3,4,0,1,526,229,0,0
all_strategies,29,switzerland-1,switzerland,1,300,,68772,74666,58,72,0.2266,0,0,55,0,0,14,71,16165,3,4,0,1,533,229,0,0
all_strategies,29,hegemony-1,hegemony,1,300,,26253,28136,33,46,0.1289,0,272,153,78,78,74,28,62959,4,2,0,0,505,0,0,0
all_strategies,29,retaliation-1,retaliation,0,56,collapsed,0,188,0,15,0.0,0,41,40,11,11,26,15,401,1,0,0,0,0,0,0,0
all_strategies,29,random-1,random,1,300,,104086,104086,120,120,0.4688,1,222,232,93,93,52,78,81147,3,2,0,2,38,0,0,0
all_strategies,30,peace-1,peace,0,87,union,0,5350,0,55,0.0,0,0,12,0,0,3,55,155,4,7,0,1,139,24,0,0
all_strategies,30,switzerland-1,switzerland,0,90,conquered,0,687,0,31,0.0,0,0,88,0,0,49,48,899,4,5,0,1,122,56,0,0
all_strategies,30,hegemony-1,hegemony,1,300,,47774,79157,57,98,0.2227,0,283,153,118,118,79,17,89095,4,2,0,1,206,0,0,0
all_strategies,30,retaliation-1,retaliation,1,300,,182869,182869,199,199,0.7773,1,202,177,121,121,41,65,71769,4,7,0,2,293,68,0,1
all_strategies,30,random-1,random,0,174,collapsed,0,14524,0,76,0.0,0,104,159,31,31,98,68,29816,4,3,0,3,24,0,0,0
all_strategies,31,peace-1,peace,1,300,,99716,127131,102,146,0.3984,0,0,157,0,0,55,120,42133,4,6,0,2,235,24,1,1
all_strategies,31,switzerland-1,switzerland,0,145,conquered,0,4677,0,44,0.0,0,0,113,0,0,63,62,6000,2,1,0,0,86,0,0,0
all_strategies,31,hegemony-1,hegemony,1,300,,142694,142694,154,154,0.6016,1,267,0,120,120,0,33,48632,3,1,0,1,88,0,0,0
all_strategies,31,retaliation-1,retaliation,0,68,union,0,1001,0,36,0.0,0,53,33,32,32,10,13,320,2,3,0,0,54,24,1,0
all_strategies,31,random-1,random,0,74,collapsed,0,185,0,15,0.0,0,38,55,10,10,34,36,479,3,1,0,1,7,0,0,0
all_strategies,32,peace-1,peace,1,300,,77452,109535,79,101,0.3086,0,0,107,0,0,35,79,23070,3,6,0,1,355,82,4,1
all_strategies,32,switzerland-1,switzerland,0,121,conquered,0,1761,0,38,0.0,0,0,95,0,0,60,59,2325,4,4,0,1,116,69,0,0
all_strategies,32,hegemony-1,hegemony,1,300,,162830,162830,174,174,0.6797,1,271,113,162,162,18,29,52074,3,1,0,1,214,0,0,0
all_strategies,32,retaliation-1,retaliation,0,64,union,0,1330,0,36,0.0,0,32,16,10,10,7,30,358,3,5,0,1,68,13,4,0
all_strategies,32,random-1,random,0,252,collapsed,0,30616,0,67,0.0,0,196,168,45,45,97,54,67098,3,2,0,2,13,0,0,0
all_strategies,33,peace-1,peace,0,74,union,0,3274,0,62,0.0,0,0,0,0,0,0,61,0,2,4,0,0,77,18,2,0
all_strategies,33,switzerland-1,switzerland,0,280,conquered,0,44880,0,64,0.0,0,0,179,0,0,66,65,45333,4,5,0,2,301,199,0,0
all_strategies,33,hegemony-1,hegemony,1,300,,100189,109302,108,113,0.4219,0,249,59,104,104,19,22,58096,3,2,0,2,277,0,0,0
all_strategies,33,retaliation-1,retaliation,1,300,,140297,171475,148,148,0.5781,1,20,20,10,10,5,80,11179,3,6,0,1,500,217,2,1
all_strategies,33,random-1,random,0,80,collapsed,0,287,0,22,0.0,0,52,63,11,11,35,28,852,2,1,0,1,1,0,0,0
all_strategies,34,peace-1,peace,1,300,,126804,167162,129,168,0.5039,1,0,106,0,0,39,108,32350,3,6,0,2,238,108,6,1
all_strategies,34,switzerland-1,switzerland,0,170,conquered,0,12050,0,40,0.0,0,0,91,0,0,42,41,14324,3,4,0,2,192,116,0,0
all_strategies,34,hegemony-1,hegemony,1,300,,115467,115467,127,127,0.4961,0,249,28,108,108,13,31,46757,4,3,0,3,130,0,0,0
all_strategies,34,retaliation-1,retaliation,0,93,union,0,5835,0,59,0.0,0,57,33,32,32,7,33,1048,4,5,0,0,131,70,6,0
all_strategies,34,random-1,random,0,67,collapsed,0,345,0,25,0.0,0,26,74,4,4,43,41,603,4,2,0,1,15,0,0,0
all_strategies,35,peace-1,peace,0,252,conquered,0,49147,0,79,0.0,0,0,228,0,0,83,56,44663,4,7,0,2,277,186,4,1
all_strategies,35,switzerland-1,switzerland,1,300,,12896,71069,14,77,0.0547,0,0,149,0,0,72,85,42999,3,4,0,2,415,172,0,0
all_strategies,35,hegemony-1,hegemony,1,300,,65406,65449,78,78,0.3047,0,204,71,82,82,36,31,51586,4,2,0,2,219,0,0,0
all_strategies,35,retaliation-1,retaliation,0,55,union,0,639,0,26,0.0,0,32,31,14,14,11,22,349,3,3,0,0,44,14,4,0
all_strategies,35,random-1,random,1,300,,150980,150980,164,164,0.6406,1,243,0,106,106,0,57,50900,4,2,0,2,17,0,0,0
all_strategies,36,peace-1,peace,0,204,union,0,29038,0,51,0.0,0,0,99,0,0,44,65,13890,4,7,0,1,357,149,3,0
all_strategies,36,switzerland-1,switzerland,1,300,,58999,73821,54,77,0.2109,0,0,79,0,0,27,80,17996,4,5,0,0,522,379,0,0
all_strategies,36,hegemony-1,hegemony,0,169,collapsed,0,3288,0,30,0.0,0,139,142,44,44,72,29,9559,4,2,0,0,220,0,0,0
all_strategies,36,retaliation-1,retaliation,1,300,,82468,83782,87,89,0.3398,0,237,211,106,106,74,32,56695,4,5,0,0,318,258,3,1
all_strategies,36,random-1,random,1,300,,101483,101483,115,115,0.4492,1,253,98,104,104,37,47,79800,4,1,0,1,13,0,0,0
all_strategies,37,peace-1,peace,0,159,conquered,0,8422,0,49,0.0,0,0,123,0,0,69,68,10006,2,2,0,0,130,101,0,0
all_strategies,37,switzerland-1,switzerland,1,300,,7130,75242,7,81,0.0273,0,0,151,0,0,78,84,51848,4,6,0,2,499,337,0,0
all_strategies,37,hegemony-1,hegemony,1,300,,183388,183388,181,181,0.707,1,262,0,143,143,0,37,48223,3,2,0,1,158,0,0,0
all_strategies,37,retaliation-1,retaliation,1,300,,81263,81263,68,68,0.2656,0,64,43,41,41,6,32,811,3,4,0,1,339,236,0,0
all_strategies,37,random-1,random,0,90,collapsed,0,527,0,27,0.0,0,55,64,10,10,41,35,1365,2,2,0,2,20,0,0,0
all_strategies,38,peace-1,peace,0,64,union,0,804,0,33,0.0,0,0,40,0,0,20,50,217,2,3,0,0,53,23,1,0
all_strategies,38,switzerland-1,switzerland,1,300,,2197,33688,2,50,0.0078,0,0,102,0,0,49,50,28336,3,4,0,2,330,243,0,0
all_strategies,38,hegemony-1,hegemony,1,300,,108780,117927,122,126,0.4766,0,271,109,129,129,37,29,76453,4,3,0,3,140,0,0,0
all_strategies,38,retaliation-1,retaliation,1,300,,132607,150820,132,136,0.5156,1,143,101,72,72,30,58,50667,4,7,0,2,414,266,1,1
all_strategies,38,random-1,random,0,131,collapsed,0,3873,0,56,0.0,0,65,127,10,10,75,65,7881,3,1,0,1,7,0,0,0
