scenario,seed,country,strategy,survived,survival_turns,death_cause,final_population,peak_population,final_territory,peak_territory,territory_share,dominant,attacks_made,attacks_suffered,battles_won,cells_conquered,cells_lost,cells_explored,casualties,contacts,pacts_formed,pacts_broken,pacts_lapsed,trade_turns,non_aggression_turns,alliance_turns,unions_absorbed
crowded,93,hegemony-1,hegemony,1,190,,37650,37650,63,63,0.9844,1,135,94,74,74,24,12,23247,4,2,0,2,199,0,0,0
crowded,93,retaliation-1,retaliation,0,190,collapsed,0,13127,0,20,0.0,0,70,70,19,19,36,17,22336,2,2,0,1,122,0,0,0
crowded,93,random-1,random,0,52,collapsed,0,248,0,15,0.0,0,40,27,9,9,16,11,543,3,2,0,2,15,0,0,0
crowded,94,peace-1,peace,0,19,conquered,0,115,0,5,0.0,0,0,16,0,0,13,12,81,4,2,0,0,23,0,0,0
crowded,94,switzerland-1,switzerland,0,35,conquered,0,156,0,11,0.0,0,0,20,0,0,15,14,158,4,3,0,1,47,0,0,0
crowded,94,hegemony-1,hegemony,1,151,,27961,27961,63,63,0.9844,1,116,96,76,76,20,6,10610,4,2,0,2,92,0,0,0
crowded,94,retaliation-1,retaliation,0,151,collapsed,0,7195,0,17,0.0,0,54,54,15,15,30,15,12326,4,4,0,2,132,0,0,0
crowded,94,random-1,random,0,68,collapsed,0,404,0,21,0.0,0,55,39,12,12,25,13,811,4,1,0,1,4,0,0,0
crowded,95,peace-1,peace,0,21,conquered,0,115,0,6,0.0,0,0,18,0,0,12,11,90,2,1,0,0,12,0,0,0
crowded,95,switzerland-1,switzerland,0,58,conquered,0,371,0,22,0.0,0,0,37,0,0,25,24,419,3,3,0,1,51,17,0,0
crowded,95,hegemony-1,hegemony,1,131,,18055,18055,62,62,0.9688,1,126,71,75,75,19,5,5593,3,2,0,2,43,0,0,0
crowded,95,retaliation-1,retaliation,0,131,collapsed,0,2993,0,22,0.0,0,79,74,26,26,38,13,7008,4,4,0,1,96,17,0,0
crowded,95,random-1,random,0,10,conquered,0,109,0,3,0.0,0,3,8,0,0,7,6,80,2,0,0,0,0,0,0,0
crowded,96,peace-1,peace,0,63,union,0,1172,0,18,0.0,0,0,16,0,0,4,17,161,2,3,0,0,51,20,15,0
crowded,96,switzerland-1,switzerland,1,300,,7699,7699,7,14,0.1094,0,0,22,0,0,9,15,197,3,4,0,1,296,259,0,0
crowded,96,hegemony-1,hegemony,0,13,conquered,0,120,0,5,0.0,0,8,8,2,2,7,4,109,2,1,0,0,3,0,0,0
crowded,96,retaliation-1,retaliation,1,300,,62691,62691,57,57,0.8906,1,43,23,29,29,4,17,282,4,6,0,1,347,279,15,1
crowded,96,random-1,random,0,62,collapsed,0,302,0,18,0.0,0,53,35,15,15,22,9,734,3,2,0,2,13,0,0,0
crowded,97,peace-1,peace,1,300,,46189,46189,42,42,0.6562,1,0,29,0,0,10,29,266,3,5,0,0,355,296,3,1
crowded,97,switzerland-1,switzerland,1,300,,24196,24196,22,22,0.3438,0,0,21,0,0,3,24,374,2,3,0,1,292,261,0,0
crowded,97,hegemony-1,hegemony,0,16,conquered,0,126,0,6,0.0,0,11,10,2,2,8,5,131,1,0,0,0,0,0,0,0
crowded,97,retaliation-1,retaliation,0,69,union,0,508,0,22,0.0,0,53,25,17,17,6,10,399,3,4,0,1,70,35,3,0
crowded,97,random-1,random,0,75,collapsed,0,419,0,23,0.0,0,64,43,17,17,9,10,1233,3,2,0,2,7,0,0,0
crowded,98,peace-1,peace,0,190,conquered,0,26161,0,37,0.0,0,0,69,0,0,37,11,20735,4,6,0,1,167,17,3,1
crowded,98,switzerland-1,switzerland,0,46,conquered,0,189,0,15,0.0,0,0,37,0,0,18,17,240,4,4,0,0,70,8,0,0
crowded,98,hegemony-1,hegemony,1,190,,47107,47107,64,64,1.0,1,107,1,56,56,1,8,16988,4,1,0,1,92,0,0,0
crowded,98,retaliation-1,retaliation,0,42,union,0,571,0,25,0.0,0,19,9,12,12,0,12,85,4,5,0,0,73,9,3,0
crowded,98,random-1,random,0,24,collapsed,0,126,0,9,0.0,0,10,20,1,1,13,14,139,4,2,0,0,20,0,0,0
crowded,99,peace-1,peace,0,115,conquered,0,1328,0,16,0.0,0,0,44,0,0,21,20,1462,3,3,0,1,106,74,0,0
crowded,99,switzerland-1,switzerland,0,113,conquered,0,1504,0,15,0.0,0,0,49,0,0,21,20,2071,4,5,0,1,179,74,0,0
crowded,99,hegemony-1,hegemony,0,74,collapsed,0,172,0,18,0.0,0,64,28,16,16,17,10,617,4,1,0,0,62,0,0,0
crowded,99,retaliation-1,retaliation,0,14,collapsed,0,115,0,5,0.0,0,10,11,2,2,6,4,124,2,1,0,0,11,0,0,0
crowded,99,random-1,random,1,115,,8017,8017,64,64,1.0,1,99,41,52,52,5,16,3080,3,2,0,2,4,0,0,0
spacious,0,peace-1,peace,1,300,,217089,217089,183,183,0.2707,0,0,23,0,0,3,122,782,4,7,0,1,473,172,2,1
spacious,0,switzerland-1,switzerland,1,300,,234004,234004,237,237,0.3506,1,0,159,0,0,62,298,42050,2,2,0,0,190,161,0,0
spacious,0,hegemony-1,hegemony,1,300,,172771,172771,168,168,0.2485,0,262,10,130,130,1,38,43358,4,1,0,0,236,0,0,0
spacious,0,retaliation-1,retaliation,0,70,union,0,2653,0,64,0.0,0,14,5,10,10,2,54,144,3,3,0,0,40,11,2,0
spacious,0,random-1,random,0,129,collapsed,0,1231,0,39,0.0,0,38,117,6,6,78,91,3506,3,1,0,1,7,0,0,0
spacious,1,peace-1,peace,1,300,,311990,312819,289,289,0.4275,1,0,62,0,0,16,222,16536,3,5,0,1,164,16,5,1
spacious,1,switzerland-1,switzerland,1,300,,985,29454,1,68,0.0015,0,0,240,0,0,137,137,33381,2,1,0,1,26,0,0,0
spacious,1,hegemony-1,hegemony,1,300,,161102,161102,159,159,0.2352,0,254,69,140,140,28,46,53793,3,1,0,0,105,0,0,0
spacious,1,retaliation-1,retaliation,0,86,union,0,5704,0,82,0.0,0,0,0,0,0,0,81,0,1,3,0,0,45,16,5,0
spacious,1,random-1,random,1,300,,168704,172605,182,186,0.2692,0,160,43,58,58,17,140,53346,3,2,0,2,40,0,0,0
spacious,2,peace-1,peace,1,300,,147500,147500,123,123,0.182,0,0,0,0,0,0,122,0,2,3,0,0,433,194,0,0
spacious,2,switzerland-1,switzerland,1,300,,154318,160733,125,142,0.1849,0,0,147,0,0,53,177,39495,4,6,0,1,550,306,0,0
spacious,2,hegemony-1,hegemony,1,300,,134039,134039,127,127,0.1879,0,214,203,107,107,66,85,76748,4,3,0,1,383,0,0,0
spacious,2,retaliation-1,retaliation,1,300,,22517,55726,30,78,0.0444,0,214,241,66,66,121,84,102803,3,2,0,0,144,112,0,0
spacious,2,random-1,random,1,300,,179857,179857,192,192,0.284,1,175,12,68,68,1,124,48913,3,2,0,2,30,0,0,0
spacious,3,peace-1,peace,0,81,union,0,4540,0,68,0.0,0,0,0,0,0,0,67,0,3,5,0,0,102,26,3,0
spacious,3,switzerland-1,switzerland,1,300,,283397,283397,263,263,0.3891,0,0,3,0,0,0,262,55,2,4,0,1,192,125,0,0
spacious,3,hegemony-1,hegemony,0,210,collapsed,0,15746,0,54,0.0,0,174,124,54,54,87,36,39091,4,3,0,1,65,0,0,0
spacious,3,retaliation-1,retaliation,1,300,,352659,352659,337,337,0.4985,1,104,109,78,78,23,160,25081,3,9,0,1,283,161,8,2
spacious,3,random-1,random,0,97,union,0,3709,0,54,0.0,0,23,65,9,9,31,74,1088,4,5,0,1,94,10,5,0
spacious,4,peace-1,peace,0,83,union,0,4959,0,76,0.0,0,0,1,0,0,0,75,12,2,4,0,1,49,16,4,0
spacious,4,switzerland-1,switzerland,1,300,,37402,88422,36,110,0.0533,0,0,300,0,0,153,188,63634,3,3,0,1,275,228,0,0
spacious,4,hegemony-1,hegemony,1,300,,163110,163110,161,161,0.2382,0,250,34,125,125,15,50,49684,3,1,0,0,207,0,0,0
spacious,4,retaliation-1,retaliation,1,300,,266914,267136,234,234,0.3462,1,184,52,83,83,23,97,55191,3,6,0,0,509,244,4,1
spacious,4,random-1,random,1,300,,133566,134263,147,148,0.2175,0,137,184,66,66,83,163,80702,3,2,0,2,22,0,0,0
spacious,5,peace-1,peace,1,300,,59784,66703,55,84,0.0814,0,0,226,0,0,138,192,31114,2,2,0,0,191,162,0,0
spacious,5,switzerland-1,switzerland,1,300,,178877,180591,143,145,0.2115,0,0,72,0,0,22,164,20617,4,6,0,1,601,331,0,0
spacious,5,hegemony-1,hegemony,1,300,,212549,212549,195,195,0.2885,1,257,4,152,152,1,43,31679,4,2,0,0,210,0,0,0
spacious,5,retaliation-1,retaliation,1,300,,159170,159170,149,149,0.2204,0,228,99,111,111,30,67,54592,3,3,0,0,225,169,0,0
spacious,5,random-1,random,1,300,,40936,57363,54,81,0.0799,0,175,259,53,53,125,125,95843,3,1,0,1,25,0,0,0
spacious,6,peace-1,peace,0,156,union,0,31863,0,92,0.0,0,0,112,0,0,57,148,3885,2,4,0,1,60,11,3,0
spacious,6,switzerland-1,switzerland,1,300,,117088,134563,109,148,0.1612,0,0,141,0,0,42,150,38762,2,4,0,2,190,120,0,0
spacious,6,hegemony-1,hegemony,1,300,,150176,150176,148,148,0.2189,0,250,4,98,98,1,50,48703,3,2,0,1,114,0,0,0
spacious,6,retaliation-1,retaliation,1,300,,498855,498855,419,419,0.6198,1,0,0,0,0,0,227,0,1,9,0,0,328,141,8,2
spacious,6,random-1,random,0,104,union,0,12563,0,98,0.0,0,7,0,2,2,0,96,276,4,5,0,2,74,10,5,0
spacious,7,peace-1,peace,0,215,union,0,64465,0,70,0.0,0,0,153,0,0,60,127,19585,4,6,0,1,239,167,8,0
spacious,7,switzerland-1,switzerland,1,300,,56607,109940,53,111,0.0784,0,0,138,0,0,65,117,47121,3,4,0,2,401,237,0,0
spacious,7,hegemony-1,hegemony,1,300,,158056,158056,157,157,0.2322,0,234,24,97,97,7,66,54168,4,2,0,1,355,0,0,0
spacious,7,retaliation-1,retaliation,1,300,,274848,274848,243,243,0.3595,1,76,36,40,40,11,145,32801,3,5,0,1,400,102,8,1
spacious,7,random-1,random,1,300,,177059,182340,190,198,0.2811,0,117,76,46,46,40,183,61799,4,3,0,3,61,0,0,0
spacious,8,peace-1,peace,1,300,,80180,97734,74,102,0.1095,0,0,126,0,0,60,133,42624,3,5,0,2,376,204,0,0
spacious,8,switzerland-1,switzerland,1,300,,112820,129184,97,118,0.1435,0,0,90,0,0,44,140,32376,4,5,0,1,494,204,0,0
spacious,8,hegemony-1,hegemony,1,300,,198445,198445,193,193,0.2855,0,187,62,93,93,14,113,38026,3,2,0,1,331,0,0,0
spacious,8,retaliation-1,retaliation,0,82,collapsed,0,334,0,21,0.0,0,62,62,14,14,33,20,903,2,1,0,0,29,0,0,0
spacious,8,random-1,random,1,300,,245330,245330,254,254,0.3757,1,91,0,44,44,0,209,27752,2,3,0,2,44,0,0,0
spacious,9,peace-1,peace,0,150,union,0,66280,0,139,0.0,0,0,19,0,0,7,145,1583,3,5,0,1,74,11,5,0
spacious,9,switzerland-1,switzerland,1,300,,28601,67478,27,96,0.0399,0,0,245,0,0,118,144,50001,4,4,0,1,269,209,0,0
spacious,9,hegemony-1,hegemony,1,300,,142133,142133,156,156,0.2308,0,238,57,116,116,23,62,56231,3,0,0,0,0,0,0,0
spacious,9,retaliation-1,retaliation,1,300,,325558,325558,310,310,0.4586,1,144,93,73,73,20,117,58161,3,5,0,0,279,220,5,1
spacious,9,random-1,random,1,300,,92594,107270,104,130,0.1538,0,176,144,52,52,73,124,89679,3,2,0,2,24,0,0,0
spacious,10,peace-1,peace,0,119,union,0,23932,0,105,0.0,0,0,0,0,0,0,104,0,2,4,0,0,65,22,5,0
spacious,10,switzerland-1,switzerland,1,300,,157560,182319,146,161,0.216,0,0,61,0,0,23,168,20035,3,5,0,3,366,168,0,0
spacious,10,hegemony-1,hegemony,1,300,,168101,168101,164,164,0.2426,0,239,91,124,124,22,61,49152,3,3,0,2,334,0,0,0
spacious,10,retaliation-1,retaliation,1,300,,385423,385423,329,329,0.4867,1,58,22,48,48,3,178,13725,3,6,0,1,444,190,5,1
spacious,10,random-1,random,0,254,collapsed,0,41560,0,72,0.0,0,127,250,27,27,151,126,72950,3,2,0,2,19,0,0,0
spacious,11,peace-1,peace,0,74,union,0,3269,0,67,0.0,0,0,0,0,0,0,66,0,1,3,0,0,52,23,14,0
spacious,11,switzerland-1,switzerland,1,300,,182451,189470,154,170,0.2278,0,0,81,0,0,18,171,22215,3,4,0,1,409,207,0,0
spacious,11,hegemony-1,hegemony,1,300,,178960,178960,165,165,0.2441,0,243,99,136,136,29,57,48904,3,2,0,0,340,0,0,0
spacious,11,retaliation-1,retaliation,1,300,,292626,292626,253,253,0.3743,1,0,0,0,0,0,185,0,3,6,0,0,482,230,14,1
spacious,11,random-1,random,1,300,,21366,45047,32,72,0.0473,0,180,243,47,47,136,120,92205,2,1,0,1,7,0,0,0
spacious,12,peace-1,peace,0,166,union,0,35826,0,70,0.0,0,0,117,0,0,50,99,11672,4,6,0,1,207,137,3,0
spacious,12,switzerland-1,switzerland,1,300,,83987,118602,79,133,0.1169,0,0,198,0,0,80,158,55020,3,4,0,2,351,252,0,0
spacious,12,hegemony-1,hegemony,1,300,,171769,171769,184,184,0.2722,0,212,3,95,95,0,88,45107,4,1,0,1,66,0,0,0
spacious,12,retaliation-1,retaliation,1,300,,226784,226784,223,223,0.3299,1,207,114,114,114,27,85,58555,3,4,0,1,204,155,3,1
spacious,12,random-1,random,1,300,,19105,54284,28,84,0.0414,0,220,207,62,62,114,79,98451,4,3,0,3,34,0,0,0
spacious,13,peace-1,peace,1,300,,82173,106857,79,117,0.1169,0,0,270,0,0,121,199,66730,3,3,0,1,209,173,0,0
spacious,13,switzerland-1,switzerland,1,300,,120101,138131,94,120,0.1391,0,0,105,0,0,37,130,31312,4,6,0,1,661,413,0,0
spacious,13,hegemony-1,hegemony,1,300,,200489,200489,181,181,0.2678,0,203,16,90,90,7,97,43567,3,2,0,0,261,0,0,0
spacious,13,retaliation-1,retaliation,1,300,,141350,141350,118,118,0.1746,0,16,5,7,7,3,113,688,2,3,0,0,354,240,0,0
spacious,13,random-1,random,1,300,,183061,183061,195,195,0.2885,1,177,0,71,71,0,123,52695,2,2,0,2,21,0,0,0
spacious,14,peace-1,peace,0,103,union,0,12080,0,97,0.0,0,0,4,0,0,1,97,113,2,5,1,1,75,16,5,0
spacious,14,switzerland-1,switzerland,1,300,,41473,67682,40,96,0.0592,0,0,222,0,0,91,130,40024,3,2,0,0,198,169,0,0
spacious,14,hegemony-1,hegemony,1,300,,187616,187616,183,183,0.2707,0,220,30,110,110,8,80,42396,3,1,0,0,202,0,0,0
spacious,14,retaliation-1,retaliation,1,300,,352774,352774,303,303,0.4482,1,131,41,88,88,10,127,24284,4,6,0,0,440,180,5,1
spacious,14,random-1,random,0,256,collapsed,0,47483,0,91,0.0,0,165,219,50,50,138,91,85999,4,2,1,1,35,5,0,0
spacious,15,peace-1,peace,1,300,,201492,201492,192,192,0.284,1,0,0,0,0,0,191,0,2,2,0,0,250,221,0,0
spacious,15,switzerland-1,switzerland,1,300,,236253,236253,184,184,0.2722,0,0,0,0,0,0,183,0,3,5,0,0,661,445,0,0
spacious,15,hegemony-1,hegemony,1,300,,174163,174163,175,175,0.2589,0,219,183,135,135,42,81,73296,4,2,0,1,174,0,0,0
spacious,15,retaliation-1,retaliation,1,300,,26314,53527,34,78,0.0503,0,233,186,79,79,95,49,93307,3,3,0,1,269,224,0,0
spacious,15,random-1,random,0,125,collapsed,0,968,0,37,0.0,0,37,120,5,5,82,88,2286,2,0,0,0,0,0,0,0
spacious,16,peace-1,peace,0,79,union,0,3165,0,63,0.0,0,0,29,0,0,12,74,321,3,4,0,1,51,11,2,0
spacious,16,switzerland-1,switzerland,1,300,,152901,164399,141,161,0.2086,0,0,81,0,0,35,175,20038,2,3,0,1,188,151,0,0
spacious,16,hegemony-1,hegemony,1,300,,106890,106890,117,117,0.1731,0,232,75,88,88,40,68,47992,2,1,0,0,14,0,0,0
spacious,16,retaliation-1,retaliation,1,300,,260803,260803,241,241,0.3565,1,198,88,112,112,28,93,46414,2,6,0,0,234,162,2,1
spacious,16,random-1,random,1,300,,64994,102420,77,131,0.1139,0,139,296,51,51,136,161,111972,3,2,0,2,19,0,0,0
spacious,17,peace-1,peace,1,300,,961,19440,1,54,0.0015,0,0,218,0,0,128,128,27897,3,3,0,1,266,232,0,0
spacious,17,switzerland-1,switzerland,1,300,,181858,181858,144,144,0.213,0,0,0,0,0,0,143,0,3,5,0,0,624,364,0,0
spacious,17,hegemony-1,hegemony,1,300,,146500,146500,136,136,0.2012,0,251,126,138,138,52,49,73046,4,2,0,0,406,0,0,0
spacious,17,retaliation-1,retaliation,1,300,,211858,211858,188,188,0.2781,1,92,18,40,40,7,154,28148,3,4,0,1,370,132,0,0
spacious,17,random-1,random,1,300,,118055,143436,131,161,0.1938,0,178,159,79,79,70,121,90437,3,2,0,2,10,0,0,0
spacious,18,peace-1,peace,0,110,union,0,16514,0,107,0.0,0,0,0,0,0,0,106,0,1,3,0,0,39,9,4,0
spacious,18,switzerland-1,switzerland,1,300,,188456,189143,178,190,0.2633,0,0,146,0,0,64,241,40626,2,3,0,1,139,55,0,0
spacious,18,hegemony-1,hegemony,1,300,,176037,176037,172,172,0.2544,0,245,51,125,125,9,55,42520,3,2,0,1,271,0,0,0
spacious,18,retaliation-1,retaliation,1,300,,357846,357846,307,307,0.4541,1,37,14,29,29,1,171,2055,4,6,0,0,339,64,4,1
spacious,18,random-1,random,0,145,collapsed,0,5024,0,49,0.0,0,65,136,10,10,90,80,10032,2,0,0,0,0,0,0,0
spacious,19,peace-1,peace,0,241,union,0,140962,0,123,0.0,0,0,0,0,0,0,122,0,3,5,0,0,267,11,3,0
spacious,19,switzerland-1,switzerland,1,300,,151569,151770,153,158,0.2263,0,0,127,0,0,54,206,38126,3,4,0,2,402,223,0,0
spacious,19,hegemony-1,hegemony,1,300,,161978,161978,158,158,0.2337,0,259,29,124,124,7,40,41763,4,3,0,1,457,0,0,0
spacious,19,retaliation-1,retaliation,1,300,,372503,372503,321,321,0.4749,1,80,27,57,57,5,145,7246,4,6,0,0,476,234,3,1
spacious,19,random-1,random,0,179,collapsed,0,11301,0,66,0.0,0,63,219,12,12,127,116,23935,4,2,0,1,104,0,0,0
spacious,20,peace-1,peace,1,300,,363813,363813,307,307,0.4541,1,0,26,0,0,10,170,9107,4,7,0,1,416,185,3,1
spacious,20,switzerland-1,switzerland,1,300,,38863,84244,37,102,0.0547,0,0,308,0,0,149,185,60764,4,5,0,1,313,249,0,0
spacious,20,hegemony-1,hegemony,1,300,,132944,132961,134,134,0.1982,0,244,110,121,121,44,56,69920,4,2,0,0,284,0,0,0
spacious,20,retaliation-1,retaliation,0,216,union,0,171038,0,145,0.0,0,0,0,0,0,0,145,0,3,6,0,0,274,88,3,0
spacious,20,random-1,random,1,300,,171417,171417,183,183,0.2707,0,200,0,82,82,0,100,45744,3,2,0,2,23,0,0,0
spacious,21,peace-1,peace,0,114,union,0,17266,0,94,0.0,0,0,17,0,0,6,97,433,3,5,0,1,81,10,2,0
spacious,21,switzerland-1,switzerland,1,300,,154201,161612,144,161,0.213,0,0,134,0,0,45,188,37499,2,3,0,1,273,147,0,0
spacious,21,hegemony-1,hegemony,1,300,,152702,152702,150,150,0.2219,0,250,39,105,105,6,50,47296,3,2,0,1,314,0,0,0
spacious,21,retaliation-1,retaliation,1,300,,338845,338845,291,291,0.4305,1,42,20,37,37,1,162,3596,2,5,0,0,402,157,2,1
spacious,21,random-1,random,0,160,collapsed,0,8909,0,53,0.0,0,76,158,13,13,97,84,15853,2,1,0,1,12,0,0,0
spacious,22,peace-1,peace,1,300,,226973,226973,194,197,0.287,0,0,161,0,0,50,160,27631,3,7,0,1,363,251,3,1
spacious,22,switzerland-1,switzerland,1,300,,214220,214220,195,195,0.2885,1,0,0,0,0,0,194,0,2,3,0,0,278,225,0,0
spacious,22,hegemony-1,hegemony,1,300,,155809,155809,157,157,0.2322,0,205,76,90,90,29,95,57596,2,1,0,0,44,0,0,0
spacious,22,retaliation-1,retaliation,0,112,union,0,14624,0,88,0.0,0,24,22,8,8,12,86,1892,3,4,0,0,78,26,3,0
spacious,22,random-1,random,1,300,,114232,120391,127,137,0.1879,0,167,137,59,59,66,133,80081,2,1,0,1,9,0,0,0
spacious,23,peace-1,peace,1,300,,199039,203084,172,184,0.2544,0,0,114,0,0,46,174,28579,4,7,0,1,382,225,1,1
spacious,23,switzerland-1,switzerland,1,300,,77664,104556,73,121,0.108,0,0,259,0,0,109,181,56922,4,5,0,2,262,208,0,0
spacious,23,hegemony-1,hegemony,1,300,,125806,125806,127,127,0.1879,0,242,62,97,97,29,58,56595,4,2,0,1,95,0,0,0
spacious,23,retaliation-1,retaliation,0,76,union,0,2225,0,47,0.0,0,29,29,11,11,15,46,660,3,4,0,0,61,17,1,0
spacious,23,random-1,random,1,300,,186137,186137,198,198,0.2929,1,193,0,91,91,0,106,43892,3,2,0,2,18,0,0,0
spacious,24,peace-1,peace,1,300,,309713,309713,292,292,0.432,1,0,136,0,0,44,213,26788,3,6,0,1,276,195,10,1
spacious,24,switzerland-1,switzerland,1,300,,178378,182654,164,173,0.2426,0,0,59,0,0,19,182,15312,3,5,0,1,269,188,0,0
spacious,24,hegemony-1,hegemony,0,107,collapsed,0,811,0,28,0.0,0,75,77,24,24,54,32,2169,1,0,0,0,0,0,0,0
spacious,24,retaliation-1,retaliation,0,174,union,0,73531,0,122,0.0,0,77,75,54,54,24,91,1516,3,5,0,0,97,39,10,0
spacious,24,random-1,random,1,300,,157936,157936,169,169,0.25,0,195,0,63,63,0,105,50731,2,2,0,2,46,0,0,0
spacious,25,peace-1,peace,1,300,,252121,282465,270,270,0.3994,1,0,90,0,0,26,171,26592,4,7,0,2,417,173,1,1
spacious,25,switzerland-1,switzerland,0,272,conquered,0,38259,0,75,0.0,0,0,240,0,0,124,123,39206,2,2,0,0,186,157,0,0
spacious,25,hegemony-1,hegemony,1,300,,159860,159860,167,167,0.247,0,268,0,134,134,0,32,39828,2,1,0,1,166,0,0,0
spacious,25,retaliation-1,retaliation,0,275,union,0,120467,0,125,0.0,0,218,71,99,99,32,56,42841,2,4,0,1,57,16,1,0
spacious,25,random-1,random,1,300,,102949,102949,116,116,0.1716,0,133,218,48,48,99,166,68812,2,2,0,2,28,0,0,0
spacious,26,peace-1,peace,1,300,,288386,288386,262,262,0.3876,1,0,48,0,0,12,198,9945,4,7,0,1,369,240,8,1
spacious,26,switzerland-1,switzerland,1,300,,49281,59835,47,79,0.0695,0,0,158,0,0,41,87,33415,4,6,0,2,393,245,0,0
spacious,26,hegemony-1,hegemony,1,300,,269835,269835,254,254,0.3757,0,134,22,89,89,2,166,29030,3,2,0,1,103,0,0,0
spacious,26,retaliation-1,retaliation,0,124,union,0,21249,0,75,0.0,0,70,32,35,35,12,51,2937,3,6,0,1,105,41,8,0
spacious,26,random-1,random,0,293,collapsed,0,38125,0,61,0.0,0,233,177,55,55,112,60,87947,4,3,0,3,64,0,0,0
spacious,27,peace-1,peace,1,300,,1091,39829,1,76,0.0015,0,0,227,0,0,112,112,43180,3,3,0,1,249,212,0,0
spacious,27,switzerland-1,switzerland,1,300,,217541,220212,168,170,0.2485,0,0,9,0,0,2,169,3076,4,7,0,2,691,435,0,0
spacious,27,hegemony-1,hegemony,1,300,,113855,114243,109,109,0.1612,0,240,138,103,103,55,60,74332,4,2,0,0,218,0,0,0
spacious,27,retaliation-1,retaliation,1,300,,285234,285234,248,248,0.3669,1,0,0,0,0,0,247,0,2,3,0,0,298,223,0,0
spacious,27,random-1,random,1,300,,134710,135052,148,148,0.2189,0,218,84,93,93,27,81,55579,3,3,0,3,34,0,0,0
spacious,28,peace-1,peace,0,107,union,0,8359,0,74,0.0,0,0,64,0,0,29,98,1194,3,4,0,0,51,18,8,0
spacious,28,switzerland-1,switzerland,1,300,,191428,192319,164,167,0.2426,0,0,162,0,0,59,222,30395,3,3,0,0,317,165,0,0
spacious,28,hegemony-1,hegemony,1,300,,134271,134271,131,131,0.1938,0,250,60,110,110,30,50,53330,3,2,0,0,129,0,0,0
spacious,28,retaliation-1,retaliation,1,300,,289134,289134,266,266,0.3935,1,112,47,53,53,17,159,30348,2,6,0,1,268,183,8,1
spacious,28,random-1,random,1,300,,58411,107522,71,123,0.105,0,202,231,71,71,99,98,109927,3,1,0,1,17,0,0,0
spacious,29,peace-1,peace,1,300,,242996,242996,208,208,0.3077,1,0,14,0,0,0,130,3205,3,6,0,0,418,153,4,1
spacious,29,switzerland-1,switzerland,1,300,,203477,203477,179,179,0.2648,0,0,69,0,0,26,204,19696,3,5,1,1,343,155,0,0
spacious,29,hegemony-1,hegemony,1,300,,22958,24442,30,47,0.0444,0,250,201,85,85,106,50,69484,4,2,0,0,332,0,0,0
spacious,29,retaliation-1,retaliation,0,242,union,0,65177,0,77,0.0,0,167,146,69,69,64,71,30248,3,4,0,1,56,9,4,0
spacious,29,random-1,random,1,300,,175001,175523,191,192,0.2825,0,151,138,69,69,27,148,68548,3,3,1,2,61,11,0,0
spacious,30,peace-1,peace,1,300,,318033,318033,270,277,0.3994,1,0,35,0,0,10,160,10394,3,6,0,0,323,228,9,1
spacious,30,switzerland-1,switzerland,1,300,,45684,90601,43,117,0.0636,0,0,229,0,0,110,152,56488,4,6,1,1,395,285,0,0
spacious,30,hegemony-1,hegemony,1,300,,149262,149262,152,152,0.2249,0,211,86,101,101,39,89,68008,3,1,0,0,37,0,0,0
spacious,30,retaliation-1,retaliation,0,145,union,0,57591,0,119,0.0,0,22,3,5,5,0,113,2235,3,6,0,1,127,56,9,0
spacious,30,random-1,random,1,300,,198557,198557,210,210,0.3107,0,142,22,58,58,5,156,40989,3,3,1,2,104,41,0,0
spacious,31,peace-1,peace,0,78,union,0,3941,0,75,0.0,0,0,0,0,0,0,74,0,1,3,0,0,40,11,3,0
spacious,31,switzerland-1,switzerland,1,300,,122862,122862,112,123,0.1657,0,0,200,0,0,109,220,29009,3,4,1,1,404,228,0,0
spacious,31,hegemony-1,hegemony,1,300,,160682,160682,160,160,0.2367,0,246,65,128,128,23,54,54829,3,1,0,0,218,0,0,0
spacious,31,retaliation-1,retaliation,1,300,,269055,269055,237,237,0.3506,1,188,61,95,95,23,89,55369,4,7,0,1,518,199,3,1
spacious,31,random-1,random,1,300,,89234,130965,102,137,0.1509,0,130,238,49,49,117,169,101195,3,3,1,2,164,40,0,0
spacious,32,peace-1,peace,1,300,,132320,138118,111,125,0.1642,0,0,45,0,0,17,127,12563,3,4,0,1,434,232,0,0
spacious,32,switzerland-1,switzerland,1,300,,183141,184387,142,147,0.2101,0,0,54,0,0,16,157,14397,4,5,0,0,684,443,0,0
spacious,32,hegemony-1,hegemony,1,300,,161339,161339,151,151,0.2234,0,198,180,100,100,52,102,76190,4,2,0,0,349,0,0,0
spacious,32,retaliation-1,retaliation,1,300,,29204,65405,37,96,0.0547,0,193,263,56,56,123,103,111296,3,3,0,1,244,211,0,0
spacious,32,random-1,random,1,300,,163026,163026,175,175,0.2589,1,177,26,60,60,8,122,54919,4,2,0,2,11,0,0,0
spacious,33,peace-1,peace,0,131,union,0,23559,0,90,0.0,0,0,62,0,0,32,121,1804,3,5,0,0,92,21,6,0
spacious,33,switzerland-1,switzerland,1,300,,22441,80526,22,107,0.0325,0,0,316,0,0,146,167,75051,4,6,0,2,316,198,0,0
spacious,33,hegemony-1,hegemony,1,300,,163299,163299,162,162,0.2396,0,233,56,114,114,20,67,59624,4,3,0,2,207,0,0,0
