scenario,seed,row,column,country,strategy,alive
all_strategies,0,11,12,retaliation-1,retaliation,1
all_strategies,0,11,13,hegemony-1,hegemony,1
all_strategies,0,11,14,hegemony-1,hegemony,1
all_strategies,0,11,15,hegemony-1,hegemony,1
all_strategies,0,12,0,retaliation-1,retaliation,1
all_strategies,0,12,1,retaliation-1,retaliation,1
all_strategies,0,12,2,retaliation-1,retaliation,1
all_strategies,0,12,3,retaliation-1,retaliation,1
all_strategies,0,12,4,retaliation-1,retaliation,1
all_strategies,0,12,5,retaliation-1,retaliation,1
all_strategies,0,12,6,retaliation-1,retaliation,1
all_strategies,0,12,7,retaliation-1,retaliation,1
all_strategies,0,12,8,retaliation-1,retaliation,1
all_strategies,0,12,9,retaliation-1,retaliation,1
all_strategies,0,12,10,retaliation-1,retaliation,1
all_strategies,0,12,11,retaliation-1,retaliation,1
all_strategies,0,12,12,hegemony-1,hegemony,1
all_strategies,0,12,13,hegemony-1,hegemony,1
all_strategies,0,12,14,hegemony-1,hegemony,1
all_strategies,0,12,15,hegemony-1,hegemony,1
all_strategies,0,13,0,retaliation-1,retaliation,1
all_strategies,0,13,1,retaliation-1,retaliation,1
all_strategies,0,13,2,retaliation-1,retaliation,1
all_strategies,0,13,3,retaliation-1,retaliation,1
all_strategies,0,13,4,retaliation-1,retaliation,1
all_strategies,0,13,5,retaliation-1,retaliation,1
all_strategies,0,13,6,retaliation-1,retaliation,1
all_strategies,0,13,7,retaliation-1,retaliation,1
all_strategies,0,13,8,retaliation-1,retaliation,1
all_strategies,0,13,9,hegemony-1,hegemony,1
all_strategies,0,13,10,hegemony-1,hegemony,1
all_strategies,0,13,11,retaliation-1,retaliation,1
all_strategies,0,13,12,retaliation-1,retaliation,1
all_strategies,0,13,13,hegemony-1,hegemony,1
all_strategies,0,13,14,hegemony-1,hegemony,1
all_strategies,0,13,15,hegemony-1,hegemony,1
all_strategies,0,14,0,retaliation-1,retaliation,1
all_strategies,0,14,1,retaliation-1,retaliation,1
all_strategies,0,14,2,retaliation-1,retaliation,1
all_strategies,0,14,3,retaliation-1,retaliation,1
all_strategies,0,14,4,retaliation-1,retaliation,1
all_strategies,0,14,5,retaliation-1,retaliation,1
all_strategies,0,14,6,retaliation-1,retaliation,1
all_strategies,0,14,7,retaliation-1,retaliation,1
all_strategies,0,14,8,retaliation-1,retaliation,1
all_strategies,0,14,9,retaliation-1,retaliation,1
all_strategies,0,14,10,hegemony-1,hegemony,1
all_strategies,0,14,11,hegemony-1,hegemony,1
all_strategies,0,14,12,hegemony-1,hegemony,1
all_strategies,0,14,13,hegemony-1,hegemony,1
all_strategies,0,14,14,hegemony-1,hegemony,1
all_strategies,0,14,15,hegemony-1,hegemony,1
all_strategies,0,15,0,retaliation-1,retaliation,1
all_strategies,0,15,1,retaliation-1,retaliation,1
all_strategies,0,15,2,retaliation-1,retaliation,1
all_strategies,0,15,3,retaliation-1,retaliation,1
all_strategies,0,15,4,retaliation-1,retaliation,1
all_strategies,0,15,5,retaliation-1,retaliation,1
all_strategies,0,15,6,retaliation-1,retaliation,1
all_strategies,0,15,7,retaliation-1,retaliation,1
all_strategies,0,15,8,retaliation-1,retaliation,1
all_strategies,0,15,9,retaliation-1,retaliation,1
all_strategies,0,15,10,retaliation-1,retaliation,1
all_strategies,0,15,11,retaliation-1,retaliation,1
all_strategies,0,15,12,hegemony-1,hegemony,1
all_strategies,0,15,13,hegemony-1,hegemony,1
all_strategies,0,15,14,hegemony-1,hegemony,1
all_strategies,0,15,15,hegemony-1,hegemony,1
crowded,0,0,0,retaliation-1,retaliation,1
crowded,0,0,1,retaliation-1,retaliation,1
crowded,0,0,2,retaliation-1,retaliation,1
crowded,0,0,3,retaliation-1,retaliation,1
crowded,0,0,4,retaliation-1,retaliation,1
crowded,0,0,5,retaliation-1,retaliation,1
crowded,0,0,6,retaliation-1,retaliation,1
crowded,0,0,7,retaliation-1,retaliation,1
crowded,0,1,0,retaliation-1,retaliation,1
crowded,0,1,1,retaliation-1,retaliation,1
crowded,0,1,2,retaliation-1,retaliation,1
crowded,0,1,3,retaliation-1,retaliation,1
crowded,0,1,4,retaliation-1,retaliation,1
crowded,0,1,5,retaliation-1,retaliation,1
crowded,0,1,6,retaliation-1,retaliation,1
crowded,0,1,7,retaliation-1,retaliation,1
crowded,0,2,0,retaliation-1,retaliation,1
crowded,0,2,1,retaliation-1,retaliation,1
crowded,0,2,2,retaliation-1,retaliation,1
crowded,0,2,3,retaliation-1,retaliation,1
crowded,0,2,4,retaliation-1,retaliation,1
crowded,0,2,5,retaliation-1,retaliation,1
crowded,0,2,6,retaliation-1,retaliation,1
crowded,0,2,7,retaliation-1,retaliation,1
crowded,0,3,0,retaliation-1,retaliation,1
crowded,0,3,1,retaliation-1,retaliation,1
crowded,0,3,2,retaliation-1,retaliation,1
crowded,0,3,3,retaliation-1,retaliation,1
crowded,0,3,4,retaliation-1,retaliation,1
crowded,0,3,5,retaliation-1,retaliation,1
crowded,0,3,6,retaliation-1,retaliation,1
crowded,0,3,7,retaliation-1,retaliation,1
crowded,0,4,0,retaliation-1,retaliation,1
crowded,0,4,1,retaliation-1,retaliation,1
crowded,0,4,2,retaliation-1,retaliation,1
crowded,0,4,3,retaliation-1,retaliation,1
crowded,0,4,4,retaliation-1,retaliation,1
crowded,0,4,5,retaliation-1,retaliation,1
crowded,0,4,6,retaliation-1,retaliation,1
crowded,0,4,7,retaliation-1,retaliation,1
crowded,0,5,0,retaliation-1,retaliation,1
crowded,0,5,1,retaliation-1,retaliation,1
crowded,0,5,2,retaliation-1,retaliation,1
crowded,0,5,3,retaliation-1,retaliation,1
crowded,0,5,4,retaliation-1,retaliation,1
crowded,0,5,5,retaliation-1,retaliation,1
crowded,0,5,6,retaliation-1,retaliation,1
crowded,0,5,7,retaliation-1,retaliation,1
crowded,0,6,0,retaliation-1,retaliation,1
crowded,0,6,1,retaliation-1,retaliation,1
crowded,0,6,2,retaliation-1,retaliation,1
crowded,0,6,3,retaliation-1,retaliation,1
crowded,0,6,4,retaliation-1,retaliation,1
crowded,0,6,5,retaliation-1,retaliation,1
crowded,0,6,6,retaliation-1,retaliation,1
crowded,0,6,7,retaliation-1,retaliation,1
crowded,0,7,0,retaliation-1,retaliation,1
crowded,0,7,1,retaliation-1,retaliation,1
crowded,0,7,2,retaliation-1,retaliation,1
crowded,0,7,3,retaliation-1,retaliation,1
crowded,0,7,4,retaliation-1,retaliation,1
crowded,0,7,5,retaliation-1,retaliation,1
crowded,0,7,6,,,
crowded,0,7,7,,,
spacious,0,0,0,,,
spacious,0,0,1,,,
spacious,0,0,2,,,
spacious,0,0,3,,,
spacious,0,0,4,,,
spacious,0,0,5,,,
spacious,0,0,6,hegemony-1,hegemony,1
spacious,0,0,7,hegemony-1,hegemony,1
spacious,0,0,8,hegemony-1,hegemony,1
spacious,0,0,9,hegemony-1,hegemony,1
spacious,0,0,10,hegemony-1,hegemony,1
spacious,0,0,11,hegemony-1,hegemony,1
spacious,0,0,12,hegemony-1,hegemony,1
spacious,0,0,13,hegemony-1,hegemony,1
spacious,0,0,14,hegemony-1,hegemony,1
spacious,0,0,15,hegemony-1,hegemony,1
spacious,0,0,16,hegemony-1,hegemony,1
spacious,0,0,17,hegemony-1,hegemony,1
spacious,0,0,18,hegemony-1,hegemony,1
spacious,0,0,19,hegemony-1,hegemony,1
spacious,0,0,20,hegemony-1,hegemony,1
spacious,0,0,21,hegemony-1,hegemony,1
spacious,0,0,22,hegemony-1,hegemony,1
spacious,0,0,23,hegemony-1,hegemony,1
spacious,0,0,24,hegemony-1,hegemony,1
spacious,0,0,25,hegemony-1,hegemony,1
spacious,0,1,0,,,
spacious,0,1,1,switzerland-1,switzerland,1
spacious,0,1,2,,,
spacious,0,1,3,,,
spacious,0,1,4,hegemony-1,hegemony,1
spacious,0,1,5,hegemony-1,hegemony,1
spacious,0,1,6,hegemony-1,hegemony,1
spacious,0,1,7,hegemony-1,hegemony,1
spacious,0,1,8,hegemony-1,hegemony,1
spacious,0,1,9,hegemony-1,hegemony,1
spacious,0,1,10,hegemony-1,hegemony,1
spacious,0,1,11,hegemony-1,hegemony,1
spacious,0,1,12,hegemony-1,hegemony,1
spacious,0,1,13,hegemony-1,hegemony,1
spacious,0,1,14,hegemony-1,hegemony,1
spacious,0,1,15,hegemony-1,hegemony,1
spacious,0,1,16,hegemony-1,hegemony,1
spacious,0,1,17,hegemony-1,hegemony,1
spacious,0,1,18,hegemony-1,hegemony,1
spacious,0,1,19,hegemony-1,hegemony,1
spacious,0,1,20,hegemony-1,hegemony,1
spacious,0,1,21,hegemony-1,hegemony,1
spacious,0,1,22,hegemony-1,hegemony,1
spacious,0,1,23,hegemony-1,hegemony,1
spacious,0,1,24,hegemony-1,hegemony,1
spacious,0,1,25,hegemony-1,hegemony,1
spacious,0,2,0,switzerland-1,switzerland,1
