sweep,parameter,parameter_value,scenario,seed,country,strategy,survived,survival_turns,death_cause,final_population,peak_population,final_territory,peak_territory,territory_share,dominant,attacks_made,attacks_suffered,battles_won,cells_conquered,cells_lost,cells_explored,casualties,contacts,pacts_formed,pacts_broken,pacts_lapsed,trade_turns,non_aggression_turns,alliance_turns,unions_absorbed
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,32,hegemony-1,hegemony,1,300,,21836,21836,153,153,0.5977,1,197,91,128,128,22,46,954,3,1,0,0,259,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,32,retaliation-1,retaliation,0,64,union,0,225,0,36,0.0,0,32,16,10,10,7,30,91,3,5,0,1,68,13,4,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,32,random-1,random,0,226,collapsed,0,623,0,67,0.0,0,170,142,46,46,84,54,1706,3,2,0,2,13,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,33,peace-1,peace,0,74,union,0,419,0,62,0.0,0,0,0,0,0,0,61,0,2,4,0,0,77,18,2,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,33,switzerland-1,switzerland,1,300,,14906,14906,48,60,0.1875,0,0,67,0,0,17,64,976,4,6,0,3,324,220,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,33,hegemony-1,hegemony,1,300,,11038,11038,64,64,0.25,0,116,38,49,49,9,23,1778,3,3,0,2,296,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,33,retaliation-1,retaliation,1,300,,52763,52763,144,144,0.5625,1,0,0,0,0,0,81,0,3,6,0,0,538,238,2,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,33,random-1,random,0,79,collapsed,0,126,0,22,0.0,0,51,62,11,11,34,28,201,2,1,0,1,1,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,34,peace-1,peace,1,300,,48540,48540,171,171,0.668,1,0,1,0,0,0,111,7,3,6,0,1,354,120,6,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,34,switzerland-1,switzerland,0,182,conquered,0,548,0,40,0.0,0,0,102,0,0,42,41,788,3,4,0,2,204,128,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,34,hegemony-1,hegemony,1,300,,13715,13715,85,85,0.332,0,155,28,69,69,13,28,909,4,3,0,2,234,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,34,retaliation-1,retaliation,0,93,union,0,455,0,59,0.0,0,57,33,32,32,7,33,146,4,5,0,0,131,70,6,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,34,random-1,random,0,67,collapsed,0,151,0,25,0.0,0,26,74,4,4,43,41,165,4,2,0,1,15,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,35,peace-1,peace,1,300,,8124,8124,28,79,0.1094,0,0,183,0,0,55,56,3068,4,8,0,2,425,235,4,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,35,switzerland-1,switzerland,1,300,,13728,13728,51,78,0.1992,0,0,92,0,0,37,87,1494,3,4,0,1,510,221,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,35,hegemony-1,hegemony,1,300,,1975,2202,44,49,0.1719,0,157,45,35,35,22,30,2498,4,4,0,2,373,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,35,retaliation-1,retaliation,0,55,union,0,156,0,26,0.0,0,32,31,14,14,11,22,116,3,3,0,0,44,14,4,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,35,random-1,random,1,300,,13681,13681,133,133,0.5195,1,244,82,91,91,15,56,6640,4,3,0,3,26,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,36,peace-1,peace,1,300,,6359,6359,56,82,0.2188,0,0,150,0,0,68,66,1547,4,7,0,1,447,242,3,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,36,switzerland-1,switzerland,1,300,,14994,14994,54,77,0.2109,0,0,94,0,0,27,80,2231,4,5,0,0,518,379,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,36,hegemony-1,hegemony,0,165,collapsed,0,160,0,30,0.0,0,135,139,43,43,70,29,435,4,2,0,0,212,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,36,retaliation-1,retaliation,0,204,union,0,315,0,57,0.0,0,154,138,70,70,45,31,598,4,5,0,0,218,157,3,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,36,random-1,random,1,300,,16949,16949,146,146,0.5703,1,252,20,102,102,5,48,4309,4,1,0,1,13,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,37,peace-1,peace,0,159,conquered,0,320,0,49,0.0,0,0,123,0,0,69,68,439,2,2,0,0,130,101,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,37,switzerland-1,switzerland,1,300,,3671,5391,16,81,0.0625,0,0,151,0,0,69,84,4931,4,6,0,2,499,337,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,37,hegemony-1,hegemony,1,300,,25653,25653,172,172,0.6719,1,262,0,134,134,0,37,4345,3,2,0,1,158,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,37,retaliation-1,retaliation,1,300,,20620,20620,68,68,0.2656,0,64,43,41,41,6,32,144,3,4,0,1,339,236,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,37,random-1,random,0,90,collapsed,0,157,0,27,0.0,0,55,64,10,10,41,35,235,2,2,0,2,20,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,38,peace-1,peace,0,64,union,0,142,0,33,0.0,0,0,40,0,0,20,50,70,2,3,0,0,53,23,1,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,38,switzerland-1,switzerland,1,300,,19002,19002,44,50,0.1719,0,0,18,0,0,7,50,46,2,3,0,1,279,243,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,38,hegemony-1,hegemony,1,300,,718,2383,24,84,0.0938,0,272,193,101,101,106,28,5814,3,1,0,1,16,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,38,retaliation-1,retaliation,1,300,,26962,26962,188,188,0.7344,1,222,175,140,140,39,55,4004,4,6,0,1,341,266,1,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,38,random-1,random,0,134,collapsed,0,329,0,56,0.0,0,62,130,17,17,86,71,514,3,1,0,1,7,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,39,peace-1,peace,0,117,conquered,0,126,0,30,0.0,0,0,87,0,0,52,51,144,4,4,0,1,159,50,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,39,switzerland-1,switzerland,0,246,conquered,0,616,0,70,0.0,0,0,180,0,0,76,75,985,4,6,0,2,325,233,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,39,hegemony-1,hegemony,1,300,,3266,3283,50,76,0.1953,0,286,145,115,115,80,14,5019,4,2,0,1,274,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,39,retaliation-1,retaliation,1,300,,25429,25429,95,95,0.3711,0,52,11,39,39,3,58,1738,4,5,0,1,544,183,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,39,random-1,random,1,300,,12831,12831,111,131,0.4336,1,244,159,121,121,64,53,6438,4,3,0,3,24,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,40,peace-1,peace,0,78,union,0,159,0,44,0.0,0,0,55,0,0,26,65,83,2,3,0,0,39,10,5,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,40,switzerland-1,switzerland,1,300,,7746,7746,37,63,0.1445,0,0,111,0,0,42,78,518,3,4,0,2,305,258,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,40,hegemony-1,hegemony,0,210,collapsed,0,368,0,43,0.0,0,181,83,53,53,53,19,1053,4,3,0,2,118,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,40,retaliation-1,retaliation,1,300,,32100,32100,185,185,0.7227,1,143,115,97,97,13,60,3587,4,7,0,1,433,268,5,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,40,random-1,random,1,300,,806,3001,33,102,0.1289,0,251,211,89,89,105,48,6795,3,1,0,1,7,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,41,peace-1,peace,1,300,,37614,37614,137,152,0.5352,1,0,74,0,0,16,63,1915,3,6,0,1,337,134,13,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,41,switzerland-1,switzerland,0,176,conquered,0,291,0,45,0.0,0,0,134,0,0,70,69,421,4,6,0,0,377,290,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,41,hegemony-1,hegemony,1,300,,16372,16372,119,119,0.4648,0,241,26,105,105,12,25,3164,4,2,0,2,278,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,41,retaliation-1,retaliation,0,193,union,0,2955,0,89,0.0,0,74,50,45,45,9,52,293,4,7,0,2,355,157,13,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,41,random-1,random,0,93,collapsed,0,180,0,36,0.0,0,48,79,10,10,53,43,265,3,3,0,1,71,39,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,42,peace-1,peace,1,300,,44964,44964,129,129,0.5039,1,0,3,0,0,0,60,7,4,8,0,2,591,294,1,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,42,switzerland-1,switzerland,1,300,,25234,25234,68,68,0.2656,0,0,0,0,0,0,67,0,2,4,0,0,380,320,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,42,hegemony-1,hegemony,1,300,,8467,8467,59,59,0.2305,0,102,81,52,52,28,34,336,3,3,0,2,238,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,42,retaliation-1,retaliation,0,120,union,0,716,0,69,0.0,0,43,42,19,19,17,65,195,3,6,0,1,178,114,1,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,42,random-1,random,0,75,collapsed,0,127,0,23,0.0,0,41,60,9,9,35,34,181,2,1,0,1,5,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,43,peace-1,peace,1,300,,49198,49198,141,141,0.5508,1,0,2,0,0,0,67,5,4,8,0,2,589,261,1,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,43,switzerland-1,switzerland,1,300,,25348,25348,69,69,0.2695,0,0,0,0,0,0,68,0,2,4,0,0,347,289,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,43,hegemony-1,hegemony,1,300,,13229,13229,46,47,0.1797,0,80,41,39,39,15,21,205,3,2,0,1,255,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,43,retaliation-1,retaliation,0,102,union,0,610,0,73,0.0,0,28,32,17,17,7,62,100,4,6,0,1,122,48,1,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,43,random-1,random,0,102,collapsed,0,145,0,31,0.0,0,55,88,16,16,50,47,259,3,2,0,2,21,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,44,peace-1,peace,0,86,conquered,0,127,0,25,0.0,0,0,79,0,0,58,57,124,3,2,0,1,40,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,44,switzerland-1,switzerland,1,300,,17465,17465,44,57,0.1719,0,0,36,0,0,15,58,136,4,5,0,1,563,236,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,44,hegemony-1,hegemony,1,300,,20003,20003,156,156,0.6094,1,233,147,161,161,33,27,1704,4,2,0,0,510,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,44,retaliation-1,retaliation,1,300,,24304,24304,56,56,0.2188,0,0,0,0,0,0,55,0,2,3,0,0,540,236,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,44,random-1,random,0,252,collapsed,0,932,0,73,0.0,0,189,160,50,50,105,62,2492,3,2,0,2,35,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,45,peace-1,peace,1,300,,27930,27930,90,90,0.3516,1,0,0,0,0,0,89,0,2,3,0,0,503,235,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,45,switzerland-1,switzerland,1,300,,28005,28005,89,89,0.3477,0,0,0,0,0,0,88,0,3,5,0,0,685,396,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,45,hegemony-1,hegemony,1,300,,3261,3261,77,77,0.3008,0,181,159,102,102,55,29,575,4,2,0,0,470,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,45,retaliation-1,retaliation,0,200,collapsed,0,190,0,34,0.0,0,174,159,64,64,84,22,626,3,2,0,0,190,161,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,45,random-1,random,0,39,collapsed,0,119,0,16,0.0,0,11,48,2,2,29,28,109,2,0,0,0,0,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,46,peace-1,peace,0,64,union,0,142,0,33,0.0,0,0,40,0,0,19,51,70,4,5,0,1,68,14,7,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,46,switzerland-1,switzerland,0,193,conquered,0,533,0,49,0.0,0,0,129,0,0,60,59,768,3,4,0,2,188,108,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,46,hegemony-1,hegemony,1,300,,12846,12846,106,122,0.4141,0,271,115,132,132,56,29,6677,4,3,0,3,146,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,46,retaliation-1,retaliation,1,300,,25661,25661,144,145,0.5625,1,183,130,104,104,42,48,5497,3,7,0,3,299,122,7,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,46,random-1,random,0,135,collapsed,0,299,0,52,0.0,0,74,114,17,17,76,61,530,4,3,0,3,25,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,47,peace-1,peace,0,145,union,0,297,0,45,0.0,0,0,92,0,0,51,71,216,4,4,0,0,151,11,2,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,47,switzerland-1,switzerland,1,300,,23724,23724,56,56,0.2188,0,0,5,0,0,1,56,7,4,4,0,0,626,245,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,47,hegemony-1,hegemony,1,300,,9830,9830,96,103,0.375,0,268,175,127,127,64,32,5205,4,2,0,1,298,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,47,retaliation-1,retaliation,1,300,,12140,12140,104,107,0.4062,1,223,174,102,102,62,42,4969,4,7,0,2,388,256,2,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,47,random-1,random,0,109,collapsed,0,167,0,38,0.0,0,56,101,13,13,64,53,292,4,1,0,1,15,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,48,peace-1,peace,1,300,,35593,35593,119,119,0.4648,1,0,0,0,0,0,64,0,3,6,0,0,650,319,0,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,48,switzerland-1,switzerland,1,300,,27626,27626,85,85,0.332,0,0,0,0,0,0,84,0,3,5,0,0,561,263,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,48,hegemony-1,hegemony,1,300,,6269,6269,52,52,0.2031,0,144,120,61,61,40,30,667,4,3,0,1,551,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,48,retaliation-1,retaliation,0,174,union,0,792,0,59,0.0,0,132,115,57,57,42,38,644,4,7,0,2,166,60,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,48,random-1,random,0,65,collapsed,0,148,0,27,0.0,0,28,69,8,8,44,37,172,2,1,0,1,4,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,49,peace-1,peace,1,300,,18943,18943,74,87,0.2891,0,0,67,0,0,20,93,2460,4,5,0,1,438,242,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,49,switzerland-1,switzerland,1,300,,6016,6079,20,60,0.0781,0,0,110,0,0,41,60,2395,3,5,0,1,327,262,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,49,hegemony-1,hegemony,0,180,collapsed,0,186,0,48,0.0,0,140,101,43,43,43,40,576,3,1,0,0,140,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,49,retaliation-1,retaliation,0,107,collapsed,0,166,0,29,0.0,0,78,102,24,24,50,28,289,4,3,0,0,63,20,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,49,random-1,random,1,300,,15532,15532,162,162,0.6328,1,225,63,91,91,4,74,5692,4,2,0,2,20,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,50,peace-1,peace,1,300,,45174,45174,121,122,0.4727,0,0,9,0,0,1,56,28,3,6,0,0,346,70,7,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,50,switzerland-1,switzerland,0,108,conquered,0,149,0,35,0.0,0,0,90,0,0,55,54,194,4,5,0,1,149,81,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,50,hegemony-1,hegemony,1,300,,22721,22721,135,135,0.5273,1,165,91,106,106,11,39,590,4,1,0,0,218,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,50,retaliation-1,retaliation,0,99,union,0,573,0,65,0.0,0,52,11,24,24,3,43,112,4,6,0,1,118,49,7,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,50,random-1,random,0,190,collapsed,0,374,0,54,0.0,0,117,133,18,18,78,73,907,3,2,0,2,19,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,51,peace-1,peace,0,73,union,0,114,0,26,0.0,0,0,65,0,0,31,38,109,4,6,0,1,98,33,8,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,51,switzerland-1,switzerland,1,300,,210,435,1,59,0.0039,0,0,161,0,0,67,67,782,4,6,0,2,376,275,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,51,hegemony-1,hegemony,0,243,collapsed,0,501,0,46,0.0,0,229,96,74,74,57,10,1716,4,3,0,2,168,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,51,retaliation-1,retaliation,1,300,,23486,23486,137,137,0.5352,1,123,80,66,66,27,89,4174,3,7,0,1,460,270,8,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,51,random-1,random,1,300,,9001,9001,101,111,0.3945,0,241,191,116,116,74,58,5956,3,2,0,2,12,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,52,peace-1,peace,1,300,,14438,14438,66,110,0.2578,0,0,144,0,0,48,82,2729,3,6,0,1,316,253,8,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,52,switzerland-1,switzerland,1,300,,14532,14532,48,70,0.1875,0,0,78,0,0,25,72,1716,2,3,0,1,278,236,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,52,hegemony-1,hegemony,0,57,collapsed,0,126,0,15,0.0,0,44,42,12,12,25,13,165,1,0,0,0,0,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,52,retaliation-1,retaliation,0,106,union,0,130,0,33,0.0,0,80,58,30,30,21,21,243,3,4,0,1,47,17,8,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,52,random-1,random,1,300,,14812,14812,142,142,0.5547,1,236,38,82,82,5,64,4996,3,3,0,3,19,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,53,peace-1,peace,1,300,,25398,25398,76,76,0.2969,0,0,17,0,0,1,76,412,4,6,1,1,598,254,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,53,switzerland-1,switzerland,1,300,,15000,15000,61,74,0.2383,0,0,117,0,0,21,81,1521,3,4,0,1,510,239,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,53,hegemony-1,hegemony,1,300,,1973,1973,87,87,0.3398,1,253,113,90,90,51,47,1175,4,2,0,0,485,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,53,retaliation-1,retaliation,0,54,collapsed,0,134,0,16,0.0,0,36,36,6,6,22,18,148,3,1,0,0,19,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,53,random-1,random,0,277,collapsed,0,1330,0,79,0.0,0,211,217,67,67,68,65,4075,4,3,1,2,68,15,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,54,peace-1,peace,1,300,,41919,41919,114,116,0.4453,0,0,38,0,0,11,79,153,4,6,0,1,358,9,4,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,54,switzerland-1,switzerland,0,94,conquered,0,121,0,29,0.0,0,0,87,0,0,58,57,129,3,2,0,1,68,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,54,hegemony-1,hegemony,1,300,,21109,21109,142,142,0.5547,1,203,101,130,130,18,29,886,3,1,0,0,254,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,54,retaliation-1,retaliation,0,59,union,0,293,0,45,0.0,0,21,6,10,10,1,35,41,2,4,0,1,39,9,4,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,54,random-1,random,0,217,collapsed,0,587,0,64,0.0,0,151,143,34,34,86,66,1433,4,3,0,3,11,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,55,peace-1,peace,0,193,conquered,0,634,0,60,0.0,0,0,138,0,0,66,65,880,2,3,0,1,181,133,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,55,switzerland-1,switzerland,1,300,,25608,25608,65,65,0.2539,0,0,0,0,0,0,64,0,3,5,0,0,712,378,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,55,hegemony-1,hegemony,1,300,,8645,8645,89,108,0.3477,0,287,119,128,128,51,11,6495,4,3,0,2,442,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,55,retaliation-1,retaliation,1,300,,17716,17716,102,103,0.3984,1,104,106,50,50,31,82,5067,3,4,0,2,424,245,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,55,random-1,random,0,52,collapsed,0,117,0,17,0.0,0,16,44,1,1,31,36,114,2,1,0,1,3,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,56,peace-1,peace,0,54,union,0,240,0,33,0.0,0,0,6,0,0,4,36,16,3,5,0,1,53,14,5,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,56,switzerland-1,switzerland,1,300,,17790,17790,70,93,0.2734,0,0,91,0,0,26,95,1620,2,3,0,1,308,232,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,56,hegemony-1,hegemony,1,300,,11885,11885,76,76,0.2969,0,158,30,57,57,9,27,2177,4,3,0,1,291,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,56,retaliation-1,retaliation,1,300,,45075,45075,110,110,0.4297,1,33,13,26,26,3,53,61,3,6,0,0,579,246,5,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,56,random-1,random,0,93,collapsed,0,189,0,36,0.0,0,49,100,16,16,57,44,273,2,1,0,1,7,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,57,peace-1,peace,1,300,,20312,20312,93,119,0.3633,0,0,131,0,0,38,71,2440,4,7,0,2,375,224,20,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,57,switzerland-1,switzerland,1,300,,5325,5325,20,66,0.0781,0,0,119,0,0,54,73,2246,4,6,0,1,395,273,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,57,hegemony-1,hegemony,0,125,collapsed,0,179,0,30,0.0,0,96,86,29,29,53,29,326,3,2,0,1,136,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,57,retaliation-1,retaliation,0,128,union,0,333,0,59,0.0,0,86,96,53,53,29,34,258,3,5,0,0,166,105,20,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,57,random-1,random,1,300,,18553,18553,143,143,0.5586,1,250,0,92,92,0,50,4688,2,2,0,2,18,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,58,peace-1,peace,1,300,,39860,39860,118,118,0.4609,1,0,6,0,0,1,74,13,3,7,0,1,482,286,1,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,58,switzerland-1,switzerland,1,300,,27961,27961,89,89,0.3477,0,0,0,0,0,0,88,0,2,3,0,0,506,250,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,58,hegemony-1,hegemony,1,300,,10667,10667,49,49,0.1914,0,86,59,46,46,23,25,273,4,4,0,2,374,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,58,retaliation-1,retaliation,0,94,union,0,308,0,45,0.0,0,47,46,20,20,18,41,184,3,4,0,1,82,36,1,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,58,random-1,random,0,46,collapsed,0,119,0,13,0.0,0,17,39,6,6,30,29,112,2,0,0,0,0,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,59,peace-1,peace,0,61,union,0,302,0,54,0.0,0,0,10,0,0,1,54,13,3,5,0,1,64,12,2,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,59,switzerland-1,switzerland,0,240,conquered,0,1369,0,63,0.0,0,0,157,0,0,66,65,1893,3,4,0,2,275,199,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,59,hegemony-1,hegemony,1,300,,18447,18447,122,122,0.4766,0,208,19,93,93,4,32,1720,4,3,0,1,306,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,59,retaliation-1,retaliation,1,300,,49187,49187,134,134,0.5234,1,20,5,15,15,0,64,22,4,7,0,1,548,211,2,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,59,random-1,random,0,82,collapsed,0,147,0,28,0.0,0,42,79,5,5,42,40,217,4,3,0,3,43,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,60,peace-1,peace,0,86,union,0,272,0,52,0.0,0,0,49,0,0,19,64,84,4,6,0,1,110,17,7,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,60,switzerland-1,switzerland,0,136,conquered,0,189,0,47,0.0,0,0,110,0,0,68,67,268,3,3,0,0,135,85,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,60,hegemony-1,hegemony,1,300,,13801,13801,107,124,0.418,0,273,131,137,137,58,27,5742,4,2,0,1,156,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,60,retaliation-1,retaliation,1,300,,19841,19841,149,154,0.582,1,225,211,103,103,61,60,5631,4,7,0,2,287,102,7,1
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,60,random-1,random,0,172,collapsed,0,500,0,54,0.0,0,138,135,40,40,74,34,969,3,2,0,2,12,0,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,61,peace-1,peace,0,188,conquered,0,443,0,51,0.0,0,0,151,0,0,75,74,628,2,2,0,0,161,132,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,61,switzerland-1,switzerland,1,300,,24052,24052,70,70,0.2734,0,0,25,0,0,2,71,34,4,6,0,1,649,337,0,0
growth_rate,growth_rate,0.02,sweep_growth_rate_0p02,61,hegemony-1,hegemony,1,300,,14790,14790,118,119,0.4609,1,263,110,123,123,43,37,5785,3,2,0,1,330,0,0,0
